"year","age","qx","lx","dx","Lx","Tx","ex","sex"
1960,106,"0.38482",141,"54","114","274","1.95","M"
1960,107,"0.40194",87,"35","69","160","1.85","M"
1960,108,"0.41984",52,"22","41","91","1.76","M"
1960,109,"0.43854",30,"13","23","50","1.67","M"
1960,110,"0.45809",17,"8","13","27","1.59","M"
1960,111,"0.47852",9,"4","7","14","1.50","M"
1960,112,"0.49987",5,"2","4","7","1.42","M"
1960,113,"0.52218",2,"1","2","3","1.35","M"
1960,114,"0.54551",1,"1","1","1","1.27","M"
1960,115,"0.56987",1,"0","0","1","1.20","M"
1960,116,"0.59535",0,"0","0","0","1.14","M"
1960,117,"0.62197",0,"0","0","0","1.07","M"
1960,118,"0.64981",0,"0","0","0","1.01","M"
1960,119,"0.67891",0,"0","0","0","0.95","M"
1960,0,"0.02262",1e+05,"2,262","98,000","7,957,920","79.58","F"
1960,1,"0.00152",97738,"149","97,664","7,859,920","80.42","F"
1960,2,"0.00091",97589,"89","97,545","7,762,257","79.54","F"
1960,3,"0.00069",97501,"68","97,467","7,664,712","78.61","F"
1960,4,"0.00053",97433,"51","97,407","7,567,245","77.67","F"
1960,5,"0.00047",97382,"46","97,359","7,469,838","76.71","F"
1960,6,"0.00041",97336,"40","97,316","7,372,479","75.74","F"
1960,7,"0.00035",97296,"34","97,279","7,275,163","74.77","F"
1960,8,"0.00033",97262,"32","97,246","7,177,884","73.80","F"
1960,9,"0.00028",97229,"27","97,216","7,080,638","72.82","F"
1960,10,"0.00025",97202,"24","97,190","6,983,422","71.84","F"
1960,11,"0.00025",97178,"24","97,166","6,886,232","70.86","F"
1960,12,"0.00027",97154,"26","97,141","6,789,067","69.88","F"
1960,13,"0.00031",97128,"30","97,112","6,691,926","68.90","F"
1960,14,"0.00037",97097,"36","97,079","6,594,814","67.92","F"
1960,15,"0.00042",97062,"41","97,041","6,497,734","66.94","F"
1960,16,"0.00049",97021,"47","96,997","6,400,693","65.97","F"
1960,17,"0.00058",96973,"56","96,945","6,303,696","65.00","F"
1960,18,"0.00060",96917,"58","96,888","6,206,751","64.04","F"
1960,19,"0.00060",96859,"58","96,830","6,109,864","63.08","F"
1960,20,"0.00060",96801,"58","96,772","6,013,034","62.12","F"
1960,21,"0.00058",96743,"56","96,715","5,916,262","61.15","F"
1960,22,"0.00057",96687,"55","96,660","5,819,547","60.19","F"
1960,23,"0.00056",96632,"54","96,605","5,722,887","59.22","F"
1960,24,"0.00057",96578,"55","96,551","5,626,282","58.26","F"
1960,25,"0.00056",96524,"54","96,497","5,529,731","57.29","F"
1960,26,"0.00060",96470,"58","96,441","5,433,234","56.32","F"
1960,27,"0.00065",96412,"62","96,381","5,336,794","55.35","F"
1960,28,"0.00069",96350,"66","96,317","5,240,413","54.39","F"
1960,29,"0.00072",96283,"70","96,249","5,144,097","53.43","F"
1960,30,"0.00075",96214,"72","96,178","5,047,848","52.46","F"
1960,31,"0.00079",96142,"76","96,104","4,951,670","51.50","F"
1960,32,"0.00082",96066,"79","96,027","4,855,566","50.54","F"
1960,33,"0.00091",95987,"87","95,944","4,759,539","49.59","F"
1960,34,"0.00100",95900,"96","95,852","4,663,595","48.63","F"
1960,35,"0.00109",95804,"104","95,753","4,567,743","47.68","F"
1960,36,"0.00111",95701,"106","95,647","4,471,990","46.73","F"
1960,37,"0.00113",95594,"108","95,540","4,376,343","45.78","F"
1960,38,"0.00124",95486,"118","95,427","4,280,803","44.83","F"
1960,39,"0.00134",95368,"128","95,304","4,185,376","43.89","F"
1960,40,"0.00147",95240,"140","95,171","4,090,072","42.94","F"
1960,41,"0.00164",95101,"156","95,023","3,994,901","42.01","F"
1960,42,"0.00174",94945,"165","94,862","3,899,878","41.08","F"
1960,43,"0.00186",94780,"176","94,692","3,805,016","40.15","F"
1960,44,"0.00197",94604,"186","94,511","3,710,324","39.22","F"
1960,45,"0.00208",94418,"197","94,320","3,615,813","38.30","F"
1960,46,"0.00221",94221,"208","94,117","3,521,494","37.37","F"
1960,47,"0.00234",94013,"220","93,903","3,427,377","36.46","F"
1960,48,"0.00248",93793,"233","93,676","3,333,474","35.54","F"
1960,49,"0.00264",93560,"247","93,436","3,239,798","34.63","F"
1960,50,"0.00281",93313,"262","93,182","3,146,362","33.72","F"
1960,51,"0.00301",93051,"280","92,910","3,053,180","32.81","F"
1960,52,"0.00326",92770,"302","92,619","2,960,270","31.91","F"
1960,53,"0.00355",92468,"328","92,304","2,867,651","31.01","F"
1960,54,"0.00389",92140,"358","91,961","2,775,347","30.12","F"
1960,55,"0.00427",91782,"392","91,586","2,683,386","29.24","F"
1960,56,"0.00469",91390,"429","91,175","2,591,800","28.36","F"
1960,57,"0.00515",90961,"468","90,727","2,500,625","27.49","F"
1960,58,"0.00564",90492,"510","90,237","2,409,899","26.63","F"
1960,59,"0.00616",89982,"554","89,705","2,319,661","25.78","F"
1960,60,"0.00673",89428,"602","89,127","2,229,956","24.94","F"
1960,61,"0.00737",88826,"655","88,499","2,140,828","24.10","F"
1960,62,"0.00808",88172,"712","87,815","2,052,329","23.28","F"
1960,63,"0.00887",87459,"775","87,072","1,964,514","22.46","F"
1960,64,"0.00973",86684,"844","86,262","1,877,442","21.66","F"
1960,65,"0.01070",85840,"919","85,381","1,791,180","20.87","F"
1960,66,"0.01175",84922,"998","84,423","1,705,800","20.09","F"
1960,67,"0.01284",83924,"1,078","83,385","1,621,377","19.32","F"
1960,68,"0.01397",82846,"1,157","82,267","1,537,992","18.56","F"
1960,69,"0.01515",81689,"1,238","81,070","1,455,725","17.82","F"
1960,70,"0.01651",80451,"1,328","79,787","1,374,655","17.09","F"
1960,71,"0.01801",79123,"1,425","78,411","1,294,868","16.37","F"
1960,72,"0.01956",77698,"1,519","76,938","1,216,458","15.66","F"
1960,73,"0.02113",76179,"1,610","75,374","1,139,519","14.96","F"
1960,74,"0.02281",74569,"1,701","73,719","1,064,145","14.27","F"
1960,75,"0.02482",72868,"1,809","71,964","990,427","13.59","F"
1960,76,"0.02718",71060,"1,931","70,094","918,462","12.93","F"
1960,77,"0.02966",69129,"2,050","68,104","848,368","12.27","F"
1960,78,"0.03222",67079,"2,162","65,998","780,264","11.63","F"
1960,79,"0.03504",64917,"2,274","63,780","714,267","11.00","F"
1960,80,"0.03828",62643,"2,398","61,444","650,487","10.38","F"
1960,81,"0.04221",60245,"2,543","58,973","589,043","9.78","F"
1960,82,"0.04702",57702,"2,713","56,346","530,070","9.19","F"
1960,83,"0.05289",54989,"2,908","53,535","473,724","8.61","F"
1960,84,"0.05979",52081,"3,114","50,524","420,189","8.07","F"
1960,85,"0.06758",48967,"3,309","47,312","369,665","7.55","F"
1960,86,"0.07612",45658,"3,476","43,920","322,352","7.06","F"
1960,87,"0.08534",42182,"3,600","40,382","278,432","6.60","F"
1960,88,"0.09520",38583,"3,673","36,746","238,050","6.17","F"
1960,89,"0.10577",34909,"3,692","33,063","201,304","5.77","F"
1960,90,"0.11710",31217,"3,655","29,390","168,241","5.39","F"
1960,91,"0.12928",27562,"3,563","25,780","138,851","5.04","F"
1960,92,"0.14240",23999,"3,417","22,290","113,071","4.71","F"
1960,93,"0.15652",20581,"3,221","18,971","90,781","4.41","F"
1960,94,"0.17173",17360,"2,981","15,869","71,810","4.14","F"
1960,95,"0.18694",14379,"2,688","13,035","55,941","3.89","F"
1960,96,"0.20189",11691,"2,360","10,511","42,906","3.67","F"
1960,97,"0.21631",9331,"2,018","8,321","32,395","3.47","F"
1960,98,"0.22989",7312,"1,681","6,472","24,074","3.29","F"
1960,99,"0.24233",5631,"1,365","4,949","17,602","3.13","F"
1960,100,"0.25546",4267,"1,090","3,722","12,653","2.97","F"
1960,101,"0.26930",3177,"855","2,749","8,932","2.81","F"
1960,102,"0.28389",2321,"659","1,992","6,183","2.66","F"
1960,103,"0.29929",1662,"497","1,413","4,191","2.52","F"
1960,104,"0.31552",1165,"367","981","2,778","2.38","F"
1960,105,"0.33265",797,"265","665","1,797","2.25","F"
1960,106,"0.35071",532,"187","439","1,132","2.13","F"
1960,107,"0.36976",345,"128","282","693","2.01","F"
1960,108,"0.38986",218,"85","175","412","1.89","F"
1960,109,"0.41105",133,"55","106","237","1.78","F"
1960,110,"0.43341",78,"34","61","131","1.67","F"
1960,111,"0.45700",44,"20","34","70","1.57","F"
1960,112,"0.48189",24,"12","18","36","1.48","F"
1960,113,"0.50813",12,"6","9","17","1.38","F"
1960,114,"0.53583",6,"3","4","8","1.29","F"
1960,115,"0.56503",3,"2","2","3","1.21","F"
1960,116,"0.59535",1,"1","1","1","1.14","F"
1960,117,"0.62197",1,"0","0","1","1.07","F"
1960,118,"0.64981",0,"0","0","0","1.01","F"
1960,119,"0.67891",0,"0","0","0","0.95","F"
1970,0,"0.02246",1e+05,"2,246","97,962","7,580,148","75.80","M"
1970,1,"0.00128",97754,"125","97,691","7,482,186","76.54","M"
1970,2,"0.00090",97629,"88","97,585","7,384,495","75.64","M"
1970,3,"0.00071",97541,"69","97,506","7,286,910","74.71","M"
1970,4,"0.00056",97472,"55","97,445","7,189,403","73.76","M"
1970,5,"0.00049",97417,"47","97,394","7,091,959","72.80","M"
1970,6,"0.00044",97370,"43","97,349","6,994,565","71.83","M"
1970,7,"0.00041",97327,"40","97,307","6,897,217","70.87","M"
1970,8,"0.00035",97287,"34","97,270","6,799,910","69.90","M"
1970,9,"0.00028",97253,"27","97,240","6,702,640","68.92","M"
1970,10,"0.00023",97226,"22","97,215","6,605,400","67.94","M"
1970,11,"0.00023",97204,"22","97,193","6,508,185","66.95","M"
1970,12,"0.00027",97182,"27","97,169","6,410,992","65.97","M"
1970,13,"0.00041",97155,"40","97,136","6,313,824","64.99","M"
1970,14,"0.00059",97116,"57","97,087","6,216,688","64.01","M"
1970,15,"0.00080",97059,"78","97,020","6,119,601","63.05","M"
1970,16,"0.00109",96981,"105","96,928","6,022,582","62.10","M"
1970,17,"0.00122",96875,"118","96,816","5,925,654","61.17","M"
1970,18,"0.00140",96758,"135","96,690","5,828,837","60.24","M"
1970,19,"0.00144",96622,"139","96,553","5,732,147","59.33","M"
1970,20,"0.00156",96483,"151","96,408","5,635,595","58.41","M"
1970,21,"0.00163",96332,"157","96,254","5,539,187","57.50","M"
1970,22,"0.00160",96176,"153","96,099","5,442,933","56.59","M"
1970,23,"0.00167",96022,"160","95,942","5,346,834","55.68","M"
1970,24,"0.00165",95862,"158","95,783","5,250,892","54.78","M"
1970,25,"0.00160",95704,"153","95,628","5,155,109","53.87","M"
1970,26,"0.00143",95551,"137","95,483","5,059,482","52.95","M"
1970,27,"0.00134",95415,"128","95,351","4,963,999","52.03","M"
1970,28,"0.00128",95287,"122","95,226","4,868,648","51.09","M"
1970,29,"0.00131",95165,"124","95,103","4,773,422","50.16","M"
1970,30,"0.00135",95041,"128","94,977","4,678,319","49.22","M"
1970,31,"0.00142",94913,"135","94,845","4,583,342","48.29","M"
1970,32,"0.00140",94778,"133","94,711","4,488,496","47.36","M"
1970,33,"0.00147",94645,"139","94,575","4,393,785","46.42","M"
1970,34,"0.00156",94506,"147","94,432","4,299,209","45.49","M"
1970,35,"0.00167",94359,"157","94,280","4,204,777","44.56","M"
1970,36,"0.00179",94202,"169","94,117","4,110,496","43.64","M"
1970,37,"0.00193",94033,"182","93,942","4,016,379","42.71","M"
1970,38,"0.00209",93851,"196","93,753","3,922,437","41.79","M"
1970,39,"0.00226",93656,"211","93,550","3,828,683","40.88","M"
1970,40,"0.00244",93444,"228","93,330","3,735,134","39.97","M"
1970,41,"0.00262",93217,"244","93,094","3,641,803","39.07","M"
1970,42,"0.00282",92972,"262","92,841","3,548,709","38.17","M"
1970,43,"0.00302",92710,"280","92,570","3,455,868","37.28","M"
1970,44,"0.00324",92430,"299","92,280","3,363,298","36.39","M"
1970,45,"0.00347",92131,"320","91,971","3,271,017","35.50","M"
1970,46,"0.00370",91811,"340","91,641","3,179,046","34.63","M"
1970,47,"0.00390",91471,"357","91,293","3,087,405","33.75","M"
1970,48,"0.00405",91114,"369","90,930","2,996,112","32.88","M"
1970,49,"0.00417",90745,"379","90,556","2,905,183","32.01","M"
1970,50,"0.00431",90367,"389","90,172","2,814,627","31.15","M"
1970,51,"0.00450",89977,"405","89,775","2,724,455","30.28","M"
1970,52,"0.00475",89572,"425","89,360","2,634,680","29.41","M"
1970,53,"0.00507",89147,"452","88,922","2,545,320","28.55","M"
1970,54,"0.00546",88696,"485","88,453","2,456,399","27.69","M"
1970,55,"0.00592",88211,"522","87,950","2,367,945","26.84","M"
1970,56,"0.00643",87689,"563","87,407","2,279,996","26.00","M"
1970,57,"0.00697",87125,"607","86,822","2,192,589","25.17","M"
1970,58,"0.00755",86518,"654","86,191","2,105,767","24.34","M"
1970,59,"0.00819",85864,"703","85,513","2,019,576","23.52","M"
1970,60,"0.00889",85161,"757","84,783","1,934,063","22.71","M"
1970,61,"0.00969",84404,"818","83,995","1,849,281","21.91","M"
1970,62,"0.01059",83586,"885","83,144","1,765,285","21.12","M"
1970,63,"0.01163",82701,"962","82,220","1,682,142","20.34","M"
1970,64,"0.01279",81739,"1,046","81,217","1,599,922","19.57","M"
1970,65,"0.01409",80694,"1,137","80,125","1,518,705","18.82","M"
1970,66,"0.01548",79557,"1,231","78,942","1,438,580","18.08","M"
1970,67,"0.01693",78326,"1,326","77,663","1,359,638","17.36","M"
1970,68,"0.01842",77000,"1,418","76,291","1,281,975","16.65","M"
1970,69,"0.01998",75581,"1,510","74,826","1,205,685","15.95","M"
1970,70,"0.02176",74071,"1,612","73,265","1,130,859","15.27","M"
1970,71,"0.02373",72459,"1,719","71,600","1,057,594","14.60","M"
1970,72,"0.02572",70740,"1,819","69,830","985,994","13.94","M"
1970,73,"0.02771",68921,"1,910","67,966","916,164","13.29","M"
1970,74,"0.02981",67011,"1,997","66,012","848,198","12.66","M"
1970,75,"0.03232",65014,"2,101","63,963","782,186","12.03","M"
1970,76,"0.03527",62912,"2,219","61,803","718,223","11.42","M"
1970,77,"0.03842",60694,"2,332","59,528","656,420","10.82","M"
1970,78,"0.04174",58362,"2,436","57,144","596,892","10.23","M"
1970,79,"0.04542",55926,"2,540","54,656","539,748","9.65","M"
1970,80,"0.04951",53386,"2,643","52,064","485,092","9.09","M"
1970,81,"0.05442",50743,"2,761","49,362","433,028","8.53","M"
1970,82,"0.06061",47981,"2,908","46,527","383,666","8.00","M"
1970,83,"0.06836",45073,"3,081","43,532","337,139","7.48","M"
1970,84,"0.07743",41992,"3,252","40,366","293,606","6.99","M"
1970,85,"0.08743",38740,"3,387","37,047","253,240","6.54","M"
1970,86,"0.09801",35353,"3,465","33,621","216,194","6.12","M"
1970,87,"0.10896",31888,"3,474","30,151","182,573","5.73","M"
1970,88,"0.12021",28414,"3,416","26,706","152,422","5.36","M"
1970,89,"0.13185",24998,"3,296","23,350","125,717","5.03","M"
1970,90,"0.14401",21702,"3,125","20,139","102,367","4.72","M"
1970,91,"0.15683",18577,"2,913","17,120","82,227","4.43","M"
1970,92,"0.17046",15663,"2,670","14,328","65,107","4.16","M"
1970,93,"0.18504",12993,"2,404","11,791","50,779","3.91","M"
1970,94,"0.20068",10589,"2,125","9,527","38,988","3.68","M"
1970,95,"0.21604",8464,"1,829","7,550","29,461","3.48","M"
1970,96,"0.23087",6635,"1,532","5,870","21,911","3.30","M"
1970,97,"0.24486",5104,"1,250","4,479","16,042","3.14","M"
1970,98,"0.25774",3854,"993","3,357","11,563","3.00","M"
1970,99,"0.26923",2861,"770","2,476","8,206","2.87","M"
1970,100,"0.28123",2090,"588","1,796","5,730","2.74","M"
1970,101,"0.29377",1503,"441","1,282","3,934","2.62","M"
1970,102,"0.30687",1061,"326","898","2,652","2.50","M"
1970,103,"0.32058",736,"236","618","1,754","2.38","M"
1970,104,"0.33490",500,"167","416","1,136","2.27","M"
1970,105,"0.34985",332,"116","274","720","2.17","M"
1970,106,"0.36549",216,"79","177","446","2.06","M"
1970,107,"0.38184",137,"52","111","269","1.96","M"
1970,108,"0.39893",85,"34","68","158","1.87","M"
1970,109,"0.41679",51,"21","40","90","1.77","M"
1970,110,"0.43546",30,"13","23","50","1.68","M"
1970,111,"0.45497",17,"8","13","27","1.60","M"
1970,112,"0.47536",9,"4","7","14","1.52","M"
1970,113,"0.49668",5,"2","4","7","1.44","M"
1970,114,"0.51897",2,"1","2","3","1.36","M"
1970,115,"0.54227",1,"1","1","1","1.28","M"
1970,116,"0.56662",1,"0","0","1","1.21","M"
1970,117,"0.59208",0,"0","0","0","1.14","M"
1970,118,"0.61870",0,"0","0","0","1.08","M"
1970,119,"0.64653",0,"0","0","0","1.01","M"
1970,0,"0.01759",1e+05,"1,759","98,414","8,091,340","80.91","F"
1970,1,"0.00109",98241,"107","98,187","7,992,926","81.36","F"
1970,2,"0.00071",98134,"70","98,099","7,894,738","80.45","F"
1970,3,"0.00050",98064,"49","98,040","7,796,639","79.51","F"
1970,4,"0.00041",98015,"40","97,995","7,698,599","78.54","F"
1970,5,"0.00036",97975,"35","97,958","7,600,604","77.58","F"
1970,6,"0.00030",97940,"30","97,925","7,502,646","76.60","F"
1970,7,"0.00026",97910,"25","97,898","7,404,721","75.63","F"
1970,8,"0.00025",97885,"24","97,873","7,306,824","74.65","F"
1970,9,"0.00020",97860,"19","97,851","7,208,951","73.67","F"
1970,10,"0.00019",97841,"19","97,832","7,111,101","72.68","F"
1970,11,"0.00018",97822,"17","97,814","7,013,269","71.69","F"
1970,12,"0.00019",97805,"18","97,796","6,915,456","70.71","F"
1970,13,"0.00022",97787,"22","97,776","6,817,660","69.72","F"
1970,14,"0.00030",97765,"29","97,751","6,719,884","68.74","F"
1970,15,"0.00037",97736,"36","97,718","6,622,133","67.76","F"
1970,16,"0.00045",97701,"44","97,678","6,524,415","66.78","F"
1970,17,"0.00050",97656,"49","97,632","6,426,736","65.81","F"
1970,18,"0.00053",97607,"51","97,581","6,329,105","64.84","F"
1970,19,"0.00053",97556,"51","97,530","6,231,523","63.88","F"
1970,20,"0.00050",97504,"49","97,480","6,133,993","62.91","F"
1970,21,"0.00051",97456,"50","97,431","6,036,513","61.94","F"
1970,22,"0.00049",97406,"48","97,382","5,939,083","60.97","F"
1970,23,"0.00052",97358,"50","97,333","5,841,701","60.00","F"
1970,24,"0.00054",97308,"53","97,282","5,744,368","59.03","F"
1970,25,"0.00056",97255,"54","97,228","5,647,086","58.06","F"
1970,26,"0.00056",97201,"55","97,174","5,549,858","57.10","F"
1970,27,"0.00055",97147,"53","97,120","5,452,684","56.13","F"
1970,28,"0.00056",97093,"54","97,066","5,355,564","55.16","F"
1970,29,"0.00059",97039,"57","97,011","5,258,498","54.19","F"
1970,30,"0.00063",96982,"61","96,952","5,161,487","53.22","F"
1970,31,"0.00069",96922,"66","96,888","5,064,535","52.25","F"
1970,32,"0.00073",96855,"71","96,820","4,967,647","51.29","F"
1970,33,"0.00079",96785,"76","96,746","4,870,827","50.33","F"
1970,34,"0.00087",96708,"84","96,666","4,774,080","49.37","F"
1970,35,"0.00096",96624,"92","96,578","4,677,414","48.41","F"
1970,36,"0.00105",96532,"101","96,481","4,580,836","47.45","F"
1970,37,"0.00115",96430,"111","96,375","4,484,355","46.50","F"
1970,38,"0.00125",96319,"120","96,259","4,387,980","45.56","F"
1970,39,"0.00135",96199,"130","96,134","4,291,721","44.61","F"
1970,40,"0.00146",96069,"140","96,000","4,195,586","43.67","F"
1970,41,"0.00157",95930,"150","95,854","4,099,587","42.74","F"
1970,42,"0.00167",95779,"160","95,699","4,003,732","41.80","F"
1970,43,"0.00176",95619,"168","95,535","3,908,033","40.87","F"
1970,44,"0.00184",95451,"176","95,363","3,812,498","39.94","F"
1970,45,"0.00193",95276,"184","95,184","3,717,135","39.01","F"
1970,46,"0.00204",95092,"194","94,995","3,621,951","38.09","F"
1970,47,"0.00215",94898,"204","94,796","3,526,956","37.17","F"
1970,48,"0.00228",94693,"216","94,586","3,432,161","36.25","F"
1970,49,"0.00242",94478,"228","94,364","3,337,575","35.33","F"
1970,50,"0.00257",94249,"243","94,128","3,243,212","34.41","F"
1970,51,"0.00276",94007,"260","93,877","3,149,084","33.50","F"
1970,52,"0.00299",93747,"280","93,607","3,055,206","32.59","F"
1970,53,"0.00326",93467,"304","93,315","2,961,599","31.69","F"
1970,54,"0.00357",93163,"333","92,997","2,868,284","30.79","F"
1970,55,"0.00393",92830,"365","92,648","2,775,287","29.90","F"
1970,56,"0.00432",92466,"400","92,266","2,682,639","29.01","F"
1970,57,"0.00474",92066,"437","91,848","2,590,373","28.14","F"
1970,58,"0.00519",91629,"475","91,392","2,498,526","27.27","F"
1970,59,"0.00567",91154,"516","90,896","2,407,134","26.41","F"
1970,60,"0.00619",90638,"561","90,357","2,316,238","25.55","F"
1970,61,"0.00678",90077,"610","89,771","2,225,881","24.71","F"
1970,62,"0.00743",89466,"665","89,134","2,136,110","23.88","F"
1970,63,"0.00818",88801,"726","88,438","2,046,976","23.05","F"
1970,64,"0.00900",88075,"793","87,679","1,958,538","22.24","F"
1970,65,"0.00993",87282,"866","86,849","1,870,859","21.43","F"
1970,66,"0.01092",86416,"944","85,944","1,784,010","20.64","F"
1970,67,"0.01195",85472,"1,022","84,961","1,698,066","19.87","F"
1970,68,"0.01301",84451,"1,098","83,901","1,613,105","19.10","F"
1970,69,"0.01411",83352,"1,176","82,764","1,529,204","18.35","F"
1970,70,"0.01537",82176,"1,263","81,544","1,446,440","17.60","F"
1970,71,"0.01677",80913,"1,357","80,234","1,364,895","16.87","F"
1970,72,"0.01821",79556,"1,448","78,832","1,284,661","16.15","F"
1970,73,"0.01967",78108,"1,536","77,340","1,205,829","15.44","F"
1970,74,"0.02122",76572,"1,625","75,759","1,128,490","14.74","F"
1970,75,"0.02311",74947,"1,732","74,081","1,052,730","14.05","F"
1970,76,"0.02531",73215,"1,853","72,288","978,649","13.37","F"
1970,77,"0.02760",71362,"1,969","70,377","906,361","12.70","F"
1970,78,"0.02992",69392,"2,076","68,354","835,984","12.05","F"
1970,79,"0.03245",67316,"2,185","66,224","767,630","11.40","F"
1970,80,"0.03537",65131,"2,304","63,980","701,406","10.77","F"
1970,81,"0.03897",62828,"2,448","61,604","637,427","10.15","F"
1970,82,"0.04350",60380,"2,627","59,066","575,823","9.54","F"
1970,83,"0.04917",57753,"2,840","56,333","516,757","8.95","F"
1970,84,"0.05589",54913,"3,069","53,378","460,424","8.38","F"
1970,85,"0.06346",51844,"3,290","50,199","407,046","7.85","F"
1970,86,"0.07171",48554,"3,482","46,813","356,847","7.35","F"
1970,87,"0.08053",45072,"3,630","43,257","310,034","6.88","F"
1970,88,"0.08991",41442,"3,726","39,579","266,777","6.44","F"
1970,89,"0.09989",37716,"3,768","35,833","227,198","6.02","F"
1970,90,"0.11058",33949,"3,754","32,072","191,366","5.64","F"
1970,91,"0.12207",30195,"3,686","28,352","159,294","5.28","F"
1970,92,"0.13447",26509,"3,565","24,727","130,942","4.94","F"
1970,93,"0.14786",22944,"3,393","21,248","106,215","4.63","F"
1970,94,"0.16233",19552,"3,174","17,965","84,967","4.35","F"
1970,95,"0.17681",16378,"2,896","14,930","67,003","4.09","F"
1970,96,"0.19105",13482,"2,576","12,194","52,073","3.86","F"
1970,97,"0.20477",10906,"2,233","9,790","39,878","3.66","F"
1970,98,"0.21769",8673,"1,888","7,729","30,088","3.47","F"
1970,99,"0.22953",6785,"1,557","6,006","22,359","3.30","F"
1970,100,"0.24201",5228,"1,265","4,595","16,353","3.13","F"
1970,101,"0.25519",3963,"1,011","3,457","11,758","2.97","F"
1970,102,"0.26908",2951,"794","2,554","8,301","2.81","F"
1970,103,"0.28374",2157,"612","1,851","5,746","2.66","F"
1970,104,"0.29920",1545,"462","1,314","3,895","2.52","F"
1970,105,"0.31551",1083,"342","912","2,581","2.38","F"
1970,106,"0.33272",741,"247","618","1,669","2.25","F"
1970,107,"0.35088",495,"174","408","1,051","2.13","F"
1970,108,"0.37003",321,"119","262","644","2.00","F"
1970,109,"0.39024",202,"79","163","382","1.89","F"
1970,110,"0.41157",123,"51","98","219","1.78","F"
1970,111,"0.43405",73,"31","57","121","1.67","F"
1970,112,"0.45779",41,"19","32","64","1.57","F"
1970,113,"0.48284",22,"11","17","33","1.47","F"
1970,114,"0.50927",12,"6","9","16","1.38","F"
1970,115,"0.53715",6,"3","4","7","1.29","F"
1970,116,"0.56657",3,"1","2","3","1.21","F"
1970,117,"0.59208",1,"1","1","1","1.14","F"
1970,118,"0.61870",0,"0","0","0","1.08","F"
1970,119,"0.64653",0,"0","0","0","1.01","F"
1980,0,"0.01398",1e+05,"1,398","98,776","7,759,688","77.60","M"
1980,1,"0.00097",98602,"96","98,554","7,660,912","77.70","M"
1980,2,"0.00064",98506,"63","98,475","7,562,358","76.77","M"
1980,3,"0.00052",98444,"51","98,418","7,463,883","75.82","M"
1980,4,"0.00036",98393,"35","98,375","7,365,465","74.86","M"
1980,5,"0.00034",98357,"34","98,340","7,267,090","73.88","M"
1980,6,"0.00030",98324,"30","98,309","7,168,749","72.91","M"
1980,7,"0.00030",98294,"29","98,279","7,070,441","71.93","M"
1980,8,"0.00026",98264,"26","98,251","6,972,162","70.95","M"
1980,9,"0.00022",98239,"21","98,228","6,873,910","69.97","M"
1980,10,"0.00016",98217,"16","98,209","6,775,682","68.99","M"
1980,11,"0.00018",98201,"17","98,193","6,677,473","68.00","M"
1980,12,"0.00023",98184,"23","98,173","6,579,281","67.01","M"
1980,13,"0.00040",98161,"40","98,141","6,481,108","66.03","M"
1980,14,"0.00063",98122,"61","98,091","6,382,967","65.05","M"
1980,15,"0.00083",98060,"82","98,019","6,284,876","64.09","M"
1980,16,"0.00098",97979,"96","97,931","6,186,856","63.14","M"
1980,17,"0.00107",97883,"105","97,830","6,088,926","62.21","M"
1980,18,"0.00112",97778,"110","97,723","5,991,096","61.27","M"
1980,19,"0.00117",97668,"114","97,611","5,893,373","60.34","M"
1980,20,"0.00127",97554,"124","97,492","5,795,762","59.41","M"
1980,21,"0.00139",97430,"136","97,362","5,698,270","58.49","M"
1980,22,"0.00137",97294,"133","97,228","5,600,908","57.57","M"
1980,23,"0.00135",97161,"131","97,096","5,503,681","56.64","M"
1980,24,"0.00128",97030,"125","96,968","5,406,585","55.72","M"
1980,25,"0.00121",96906,"117","96,847","5,309,617","54.79","M"
1980,26,"0.00114",96789,"111","96,734","5,212,769","53.86","M"
1980,27,"0.00110",96678,"106","96,625","5,116,036","52.92","M"
1980,28,"0.00110",96572,"106","96,519","5,019,411","51.98","M"
1980,29,"0.00112",96466,"108","96,412","4,922,892","51.03","M"
1980,30,"0.00116",96358,"112","96,302","4,826,480","50.09","M"
1980,31,"0.00120",96246,"115","96,189","4,730,178","49.15","M"
1980,32,"0.00126",96131,"121","96,070","4,633,989","48.21","M"
1980,33,"0.00134",96010,"128","95,946","4,537,919","47.27","M"
1980,34,"0.00143",95881,"137","95,813","4,441,973","46.33","M"
1980,35,"0.00153",95744,"147","95,671","4,346,160","45.39","M"
1980,36,"0.00165",95598,"158","95,519","4,250,489","44.46","M"
1980,37,"0.00178",95440,"170","95,355","4,154,970","43.53","M"
1980,38,"0.00192",95270,"183","95,178","4,059,615","42.61","M"
1980,39,"0.00208",95087,"197","94,988","3,964,437","41.69","M"
1980,40,"0.00224",94890,"212","94,784","3,869,449","40.78","M"
1980,41,"0.00240",94678,"227","94,564","3,774,665","39.87","M"
1980,42,"0.00258",94450,"243","94,329","3,680,101","38.96","M"
1980,43,"0.00276",94207,"260","94,077","3,585,772","38.06","M"
1980,44,"0.00294",93947,"276","93,809","3,491,695","37.17","M"
1980,45,"0.00315",93671,"295","93,524","3,397,886","36.27","M"
1980,46,"0.00336",93376,"313","93,220","3,304,362","35.39","M"
